COUNTY,CNTYNAME,DISTRICT,DISTNAME,CHARTER_STATUS,CRISIS_IND,CRISISX_L,STUDENTS
178,NUECES COUNTY,178902,BISHOP CISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
178,NUECES COUNTY,178903,CALALLEN ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",27
178,NUECES COUNTY,178904,CORPUS CHRISTI ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",234
178,NUECES COUNTY,178904,CORPUS CHRISTI ISD,TRADITIONAL ISD/CSD,5B,"STUD ENRLD IN HARVEY IMPACTED LEA, ENRLD IN ANOTHER CAMPUS OF THE LEA 17-18",-999
178,NUECES COUNTY,178904,CORPUS CHRISTI ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",87
178,NUECES COUNTY,178906,LONDON ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
178,NUECES COUNTY,178908,PORT ARANSAS ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",274
178,NUECES COUNTY,178908,PORT ARANSAS ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",-999
178,NUECES COUNTY,178909,ROBSTOWN ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",11
178,NUECES COUNTY,178912,TULOSO-MIDWAY ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",28
178,NUECES COUNTY,178913,BANQUETE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
178,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",65
178,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",-999
178,NUECES COUNTY,178915,WEST OSO ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",15
178,NUECES COUNTY,178915,WEST OSO ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",-999
181,ORANGE COUNTY,181901,BRIDGE CITY ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",31
181,ORANGE COUNTY,181901,BRIDGE CITY ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",363
181,ORANGE COUNTY,181905,ORANGEFIELD ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",34
181,ORANGE COUNTY,181905,ORANGEFIELD ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",980
181,ORANGE COUNTY,181906,WEST ORANGE-COVE CISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",31
181,ORANGE COUNTY,181906,WEST ORANGE-COVE CISD,TRADITIONAL ISD/CSD,5B,"STUD ENRLD IN HARVEY IMPACTED LEA, ENRLD IN ANOTHER CAMPUS OF THE LEA 17-18",-999
181,ORANGE COUNTY,181906,WEST ORANGE-COVE CISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",186
181,ORANGE COUNTY,181907,VIDOR ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",37
181,ORANGE COUNTY,181907,VIDOR ISD,TRADITIONAL ISD/CSD,5B,"STUD ENRLD IN HARVEY IMPACTED LEA, ENRLD IN ANOTHER CAMPUS OF THE LEA 17-18",27
181,ORANGE COUNTY,181907,VIDOR ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",872
181,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",15
181,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",294
182,PALO PINTO COUNTY,182903,MINERAL WELLS ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
183,PANOLA COUNTY,183902,CARTHAGE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
184,PARKER COUNTY,184902,SPRINGTOWN ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
184,PARKER COUNTY,184903,WEATHERFORD ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
184,PARKER COUNTY,184904,MILLSAP ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
184,PARKER COUNTY,184907,ALEDO ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
187,POLK COUNTY,187901,BIG SANDY ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
187,POLK COUNTY,187904,CORRIGAN-CAMDEN ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
187,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",20
187,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",-999
187,POLK COUNTY,187910,ONALASKA ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",18
188,POTTER COUNTY,188901,AMARILLO ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",18
188,POTTER COUNTY,188902,RIVER ROAD ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
190,RAINS COUNTY,190903,RAINS ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
191,RANDALL COUNTY,191901,CANYON ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
193,REAL COUNTY,193801,BIG SPRINGS CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
193,REAL COUNTY,193902,LEAKEY ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
194,RED RIVER COUNTY,194904,CLARKSVILLE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
195,REEVES COUNTY,195901,PECOS-BARSTOW-TOYAH ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
196,REFUGIO COUNTY,196901,AUSTWELL-TIVOLI ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
196,REFUGIO COUNTY,196901,AUSTWELL-TIVOLI ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",33
196,REFUGIO COUNTY,196902,WOODSBORO ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",90
196,REFUGIO COUNTY,196903,REFUGIO ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
196,REFUGIO COUNTY,196903,REFUGIO ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",177
198,ROBERTSON COUNTY,198905,HEARNE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
199,ROCKWALL COUNTY,199901,ROCKWALL ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
199,ROCKWALL COUNTY,199902,ROYSE CITY ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
201,RUSK COUNTY,201902,HENDERSON ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
202,SABINE COUNTY,202903,HEMPHILL ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
203,SAN AUGUSTINE COUNTY,203901,SAN AUGUSTINE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
204,SAN JACINTO COUNTY,204901,COLDSPRING-OAKHURST CISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",19
204,SAN JACINTO COUNTY,204901,COLDSPRING-OAKHURST CISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",27
204,SAN JACINTO COUNTY,204904,SHEPHERD ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",12
205,SAN PATRICIO COUNTY,205901,ARANSAS PASS ISD,TRADITIONAL ISD/CSD,5B,"STUD ENRLD IN HARVEY IMPACTED LEA, ENRLD IN ANOTHER CAMPUS OF THE LEA 17-18",346
205,SAN PATRICIO COUNTY,205901,ARANSAS PASS ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",60
205,SAN PATRICIO COUNTY,205902,GREGORY-PORTLAND ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",172
205,SAN PATRICIO COUNTY,205903,INGLESIDE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
205,SAN PATRICIO COUNTY,205903,INGLESIDE ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",468
205,SAN PATRICIO COUNTY,205904,MATHIS ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",14
205,SAN PATRICIO COUNTY,205905,ODEM-EDROY ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
205,SAN PATRICIO COUNTY,205906,SINTON ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",35
205,SAN PATRICIO COUNTY,205907,TAFT ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",11
205,SAN PATRICIO COUNTY,205907,TAFT ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",-999
209,SHACKELFORD COUNTY,209902,MORAN ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
210,SHELBY COUNTY,210901,CENTER ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
210,SHELBY COUNTY,210902,JOAQUIN ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
210,SHELBY COUNTY,210906,EXCELSIOR ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
212,SMITH COUNTY,212801,CUMBERLAND ACADEMY,OPEN ENROLLMENT CHARTER,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
212,SMITH COUNTY,212901,ARP ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
212,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
212,SMITH COUNTY,212905,TYLER ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
212,SMITH COUNTY,212906,WHITEHOUSE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",11
212,SMITH COUNTY,212909,CHAPEL HILL ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
213,SOMERVELL COUNTY,213901,GLEN ROSE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
214,STARR COUNTY,214901,RIO GRANDE CITY CISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
215,STEPHENS COUNTY,215901,BRECKENRIDGE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
220,TARRANT COUNTY,220810,WESTLAKE ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
220,TARRANT COUNTY,220817,NEWMAN INTERNATIONAL ACADEMY OF AR,OPEN ENROLLMENT CHARTER,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
220,TARRANT COUNTY,220819,HIGH POINT ACADEMY,OPEN ENROLLMENT CHARTER,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
220,TARRANT COUNTY,220901,ARLINGTON ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",53
220,TARRANT COUNTY,220902,BIRDVILLE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
220,TARRANT COUNTY,220904,EVERMAN ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
220,TARRANT COUNTY,220905,FORT WORTH ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",59
220,TARRANT COUNTY,220906,GRAPEVINE-COLLEYVILLE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
220,TARRANT COUNTY,220907,KELLER ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
220,TARRANT COUNTY,220908,MANSFIELD ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",16
220,TARRANT COUNTY,220910,LAKE WORTH ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
220,TARRANT COUNTY,220912,CROWLEY ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",16
220,TARRANT COUNTY,220914,KENNEDALE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
220,TARRANT COUNTY,220915,AZLE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
220,TARRANT COUNTY,220916,HURST-EULESS-BEDFORD ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
220,TARRANT COUNTY,220918,EAGLE MT-SAGINAW ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",11
221,TAYLOR COUNTY,221801,TEXAS COLLEGE PREPARATORY ACADEMIE,OPEN ENROLLMENT CHARTER,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
221,TAYLOR COUNTY,221801,TEXAS COLLEGE PREPARATORY ACADEMIE,OPEN ENROLLMENT CHARTER,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",61
221,TAYLOR COUNTY,221901,ABILENE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
221,TAYLOR COUNTY,221911,JIM NED CISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
221,TAYLOR COUNTY,221912,WYLIE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
225,TITUS COUNTY,225902,MOUNT PLEASANT ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
226,TOM GREEN COUNTY,226903,SAN ANGELO ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",11
226,TOM GREEN COUNTY,226907,GRAPE CREEK ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
227,TRAVIS COUNTY,227901,AUSTIN ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",60
227,TRAVIS COUNTY,227904,PFLUGERVILLE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",40
227,TRAVIS COUNTY,227907,MANOR ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",11
227,TRAVIS COUNTY,227909,EANES ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
227,TRAVIS COUNTY,227910,DEL VALLE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",34
227,TRAVIS COUNTY,227912,LAGO VISTA ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
227,TRAVIS COUNTY,227913,LAKE TRAVIS ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",11
228,TRINITY COUNTY,228901,GROVETON ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
228,TRINITY COUNTY,228904,CENTERVILLE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
229,TYLER COUNTY,229901,COLMESNEIL ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
229,TYLER COUNTY,229903,WOODVILLE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",22
229,TYLER COUNTY,229904,WARREN ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",11
229,TYLER COUNTY,229904,WARREN ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",-999
229,TYLER COUNTY,229905,SPURGER ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
229,TYLER COUNTY,229905,SPURGER ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",80
229,TYLER COUNTY,229906,CHESTER ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
230,UPSHUR COUNTY,230902,GILMER ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
230,UPSHUR COUNTY,230903,ORE CITY ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
232,UVALDE COUNTY,232902,SABINAL ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
232,UVALDE COUNTY,232903,UVALDE CISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
234,VAN ZANDT COUNTY,234903,EDGEWOOD ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
235,VICTORIA COUNTY,235901,BLOOMINGTON ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
235,VICTORIA COUNTY,235901,BLOOMINGTON ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",12
235,VICTORIA COUNTY,235902,VICTORIA ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",85
235,VICTORIA COUNTY,235902,VICTORIA ISD,TRADITIONAL ISD/CSD,5B,"STUD ENRLD IN HARVEY IMPACTED LEA, ENRLD IN ANOTHER CAMPUS OF THE LEA 17-18",52
235,VICTORIA COUNTY,235902,VICTORIA ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",317
